vehicle_id,make,model,engine_type,battery_kwh,max_charge_kw,model_year
EV001059,Aurex,Lumen PHV,PHEV,14,7,2021
EV001060,Marden,Ridge XL,BEV,105,250,2026
EV001061,Aurex,Lumen,BEV,58,120,2022
EV001062,Aurex,Lumen,BEV,58,120,2019
EV001063,Marden,Ridge PHV,PHEV,18,7,2026
EV001064,Selva,Corta+,BEV,52,100,2021
EV001065,Selva,Corta+,BEV,52,100,2026
EV001066,Vantor,Arc GT,BEV,91,220,2022
EV001067,Marden,Ridge XL,BEV,105,250,2026
EV001068,Selva,Corta+,BEV,52,100,2022
EV001069,Selva,Corta+,BEV,52,100,2024
EV001070,Vantor,Arc,BEV,64,135,2019
EV001071,Marden,Ridge XL,BEV,105,250,2020
EV001072,Aurex,Lumen LR,BEV,77,150,2020
EV001073,Aurex,Lumen LR,BEV,77,150,2023
EV001074,Selva,Corta+,BEV,52,100,2023
EV001075,Marden,Ridge XL,BEV,105,250,2020
EV001076,Vantor,Arc,BEV,64,135,2024
EV001077,Vantor,Arc,BEV,64,135,2025
EV001078,Aurex,Lumen LR,BEV,77,150,2024
EV001079,Selva,Corta+,BEV,52,100,2023
EV001080,Marden,Ridge XL,BEV,105,250,2024
EV001081,Aurex,Lumen LR,BEV,77,150,2025
EV001082,Selva,Corta,BEV,42,85,2024
EV001083,Selva,Corta,BEV,42,85,2023
EV001084,Aurex,Lumen,BEV,58,120,2019
EV001085,Selva,Corta,BEV,42,85,2021
EV001086,Vantor,Arc,BEV,64,135,2020
EV001087,Aurex,Lumen LR,BEV,77,150,2021
EV001088,Marden,Ridge PHV,PHEV,18,7,2021
EV001089,Aurex,Lumen,BEV,58,120,2025
EV001090,Vantor,Arc GT,BEV,91,220,2021
EV001091,Selva,Corta+,BEV,52,100,2021
EV001092,Vantor,Arc GT,BEV,91,220,2022
EV001093,Aurex,Lumen,BEV,58,120,2020
EV001094,Marden,Ridge XL,BEV,105,250,2022
EV001095,Vantor,Arc,BEV,64,135,2026
EV001096,Vantor,Arc GT,BEV,91,220,2021
EV001097,Vantor,Arc PHV,PHEV,11,7,2020
EV001098,Marden,Ridge PHV,PHEV,18,7,2019
EV001099,Vantor,Arc PHV,PHEV,11,7,2026
EV001100,Vantor,Arc GT,BEV,91,220,2025
EV001101,Marden,Ridge,BEV,82,175,2021
EV001102,Marden,Ridge XL,BEV,105,250,2026
EV001103,Aurex,Lumen LR,BEV,77,150,2022
EV001104,Marden,Ridge PHV,PHEV,18,7,2023
EV001105,Aurex,Lumen,BEV,58,120,2025
EV001106,Marden,Ridge,BEV,82,175,2021
EV001107,Vantor,Arc,BEV,64,135,2025
EV001108,Aurex,Lumen LR,BEV,77,150,2022
EV001109,Aurex,Lumen LR,BEV,77,150,2019
EV001110,Selva,Corta PHV,PHEV,9,4,2026
EV001111,Aurex,Lumen LR,BEV,77,150,2019
EV001112,Vantor,Arc PHV,PHEV,11,7,2023
EV001113,Aurex,Lumen LR,BEV,77,150,2023
EV001114,Vantor,Arc GT,BEV,91,220,2024
EV001115,Aurex,Lumen LR,BEV,77,150,2024
EV001116,Marden,Ridge PHV,PHEV,18,7,2024
EV001117,Aurex,Lumen,BEV,58,120,2024
EV001118,Marden,Ridge XL,BEV,105,250,2026
EV001119,Vantor,Arc,BEV,64,135,2026
EV001120,Selva,Corta PHV,PHEV,9,4,2024
EV001121,Marden,Ridge,BEV,82,175,2019
EV001122,Vantor,Arc,BEV,64,135,2019
EV001123,Selva,Corta,BEV,42,85,2025
EV001124,Aurex,Lumen LR,BEV,77,150,2023
EV001125,Vantor,Arc GT,BEV,91,220,2025
EV001126,Aurex,Lumen,BEV,58,120,2026
EV001127,Marden,Ridge,BEV,82,175,2025
EV001128,Selva,Corta+,BEV,52,100,2020
EV001129,Vantor,Arc,BEV,64,135,2022
EV001130,Aurex,Lumen,BEV,58,120,2019
EV001131,Selva,Corta PHV,PHEV,9,4,2021
EV001132,Aurex,Lumen LR,BEV,77,150,2019
EV001133,Vantor,Arc GT,BEV,91,220,2025
EV001134,Aurex,Lumen,BEV,58,120,2019
EV001135,Vantor,Arc GT,BEV,91,220,2020
EV001136,Vantor,Arc GT,BEV,91,220,2020
EV001137,Selva,Corta,BEV,42,85,2019
EV001138,Vantor,Arc,BEV,64,135,2025
EV001139,Vantor,Arc,BEV,64,135,2022
EV001140,Marden,Ridge XL,BEV,105,250,2023
EV001141,Vantor,Arc,BEV,64,135,2026
EV001142,Vantor,Arc GT,BEV,91,220,2024
EV001143,Selva,Corta,BEV,42,85,2022
EV001144,Vantor,Arc,BEV,64,135,2023
EV001145,Marden,Ridge,BEV,82,175,2024
EV001146,Aurex,Lumen,BEV,58,120,2021
EV001147,Vantor,Arc,BEV,64,135,2023
EV001148,Vantor,Arc GT,BEV,91,220,2025
EV001149,Vantor,Arc,BEV,64,135,2025
EV001150,Marden,Ridge XL,BEV,105,250,2020
EV001151,Vantor,Arc GT,BEV,91,220,2024
EV001152,Vantor,Arc GT,BEV,91,220,2021
EV001153,Selva,Corta,BEV,42,85,2024
EV001154,Marden,Ridge XL,BEV,105,250,2022
EV001155,Vantor,Arc,BEV,64,135,2019
EV001156,Marden,Ridge XL,BEV,105,250,2024
EV001157,Selva,Corta PHV,PHEV,9,4,2025
EV001158,Vantor,Arc,BEV,64,135,2025
EV001159,Aurex,Lumen LR,BEV,77,150,2019
EV001160,Marden,Ridge XL,BEV,105,250,2023
EV001161,Vantor,Arc,BEV,64,135,2019
EV001162,Vantor,Arc,BEV,64,135,2023
EV001163,Aurex,Lumen,BEV,58,120,2020
EV001164,Selva,Corta+,BEV,52,100,2021
EV001165,Selva,Corta PHV,PHEV,9,4,2023
EV001166,Aurex,Lumen PHV,PHEV,14,7,2023
EV001167,Selva,Corta+,BEV,52,100,2025
EV001168,Selva,Corta,BEV,42,85,2025
EV001169,Marden,Ridge PHV,PHEV,18,7,2019
EV001170,Marden,Ridge,BEV,82,175,2022
EV001171,Selva,Corta PHV,PHEV,9,4,2026
EV001172,Marden,Ridge,BEV,82,175,2025
EV001173,Marden,Ridge,BEV,82,175,2024
EV001174,Marden,Ridge,BEV,82,175,2023
EV001175,Aurex,Lumen LR,BEV,77,150,2023
EV001176,Vantor,Arc,BEV,64,135,2023
EV001177,Aurex,Lumen,BEV,58,120,2026
EV001178,Vantor,Arc PHV,PHEV,11,7,2023
EV001179,Marden,Ridge PHV,PHEV,18,7,2021
EV001180,Selva,Corta+,BEV,52,100,2020
EV001181,Aurex,Lumen LR,BEV,77,150,2026
EV001182,Aurex,Lumen LR,BEV,77,150,2020
EV001183,Selva,Corta,BEV,42,85,2019
EV001184,Vantor,Arc GT,BEV,91,220,2020
EV001185,Aurex,Lumen LR,BEV,77,150,2022
EV001186,Aurex,Lumen,BEV,58,120,2023
EV001187,Selva,Corta+,BEV,52,100,2021
EV001188,Marden,Ridge XL,BEV,105,250,2024
EV001189,Aurex,Lumen,BEV,58,120,2019
EV001190,Vantor,Arc,BEV,64,135,2024
EV001191,Vantor,Arc,BEV,64,135,2023
EV001192,Selva,Corta,BEV,42,85,2020
EV001193,Selva,Corta+,BEV,52,100,2024
EV001194,Vantor,Arc GT,BEV,91,220,2021
EV001195,Marden,Ridge XL,BEV,105,250,2025
EV001196,Vantor,Arc GT,BEV,91,220,2020
EV001197,Vantor,Arc,BEV,64,135,2019
EV001198,Marden,Ridge XL,BEV,105,250,2024
EV001199,Marden,Ridge XL,BEV,105,250,2019
EV001200,Aurex,Lumen PHV,PHEV,14,7,2022
EV001201,Aurex,Lumen LR,BEV,77,150,2024
EV001202,Aurex,Lumen LR,BEV,77,150,2021
EV001203,Selva,Corta,BEV,42,85,2021
EV001204,Marden,Ridge PHV,PHEV,18,7,2020
EV001205,Selva,Corta+,BEV,52,100,2019
EV001206,Selva,Corta+,BEV,52,100,2026
EV001207,Vantor,Arc GT,BEV,91,220,2024
EV001208,Marden,Ridge PHV,PHEV,18,7,2022
EV001209,Aurex,Lumen LR,BEV,77,150,2020
EV001210,Selva,Corta+,BEV,52,100,2026
EV001211,Marden,Ridge,BEV,82,175,2020
EV001212,Marden,Ridge XL,BEV,105,250,2021
EV001213,Marden,Ridge XL,BEV,105,250,2022
EV001214,Vantor,Arc GT,BEV,91,220,2020
EV001215,Vantor,Arc,BEV,64,135,2023
EV001216,Marden,Ridge PHV,PHEV,18,7,2024
EV001217,Selva,Corta+,BEV,52,100,2019
EV001218,Vantor,Arc,BEV,64,135,2026
EV001219,Aurex,Lumen LR,BEV,77,150,2022
EV001220,Marden,Ridge XL,BEV,105,250,2020
EV001221,Marden,Ridge XL,BEV,105,250,2019
EV001222,Selva,Corta+,BEV,52,100,2025
EV001223,Vantor,Arc GT,BEV,91,220,2022
EV001224,Marden,Ridge,BEV,82,175,2023
EV001225,Marden,Ridge PHV,PHEV,18,7,2019
EV001226,Selva,Corta+,BEV,52,100,2026
EV001227,Marden,Ridge XL,BEV,105,250,2025
EV001228,Aurex,Lumen PHV,PHEV,14,7,2026
EV001229,Marden,Ridge,BEV,82,175,2024
EV001230,Selva,Corta,BEV,42,85,2022
EV001231,Aurex,Lumen LR,BEV,77,150,2021
EV001232,Marden,Ridge,BEV,82,175,2026
EV001233,Marden,Ridge XL,BEV,105,250,2022
EV001234,Selva,Corta PHV,PHEV,9,4,2020
EV001235,Aurex,Lumen LR,BEV,77,150,2023
EV001236,Aurex,Lumen LR,BEV,77,150,2022
EV001237,Selva,Corta+,BEV,52,100,2019
EV001238,Marden,Ridge XL,BEV,105,250,2022
EV001239,Aurex,Lumen,BEV,58,120,2019
EV001240,Selva,Corta+,BEV,52,100,2020
EV001241,Vantor,Arc,BEV,64,135,2026
EV001242,Marden,Ridge PHV,PHEV,18,7,2022
EV001243,Vantor,Arc GT,BEV,91,220,2021
EV001244,Aurex,Lumen,BEV,58,120,2025
EV001245,Marden,Ridge XL,BEV,105,250,2024
EV001246,Vantor,Arc,BEV,64,135,2019
EV001247,Vantor,Arc GT,BEV,91,220,2019
EV001248,Aurex,Lumen LR,BEV,77,150,2022
EV001249,Vantor,Arc GT,BEV,91,220,2022
EV001250,Aurex,Lumen LR,BEV,77,150,2023
EV001251,Vantor,Arc,BEV,64,135,2024
EV001252,Selva,Corta+,BEV,52,100,2020
EV001253,Vantor,Arc,BEV,64,135,2024
EV001254,Marden,Ridge,BEV,82,175,2024
EV001255,Aurex,Lumen PHV,PHEV,14,7,2021
EV001256,Selva,Corta+,BEV,52,100,2021
EV001257,Aurex,Lumen,BEV,58,120,2025
EV001258,Selva,Corta PHV,PHEV,9,4,2023
EV001259,Aurex,Lumen LR,BEV,77,150,2024
EV001260,Vantor,Arc GT,BEV,91,220,2023
EV001261,Selva,Corta,BEV,42,85,2022
EV001262,Selva,Corta+,BEV,52,100,2024
EV001263,Vantor,Arc GT,BEV,91,220,2019
EV001264,Selva,Corta,BEV,42,85,2026
EV001265,Selva,Corta+,BEV,52,100,2024
EV001266,Selva,Corta,BEV,42,85,2026
EV001267,Vantor,Arc,BEV,64,135,2020
EV001268,Vantor,Arc GT,BEV,91,220,2023
EV001269,Vantor,Arc GT,BEV,91,220,2023
EV001270,Vantor,Arc,BEV,64,135,2021
EV001271,Selva,Corta+,BEV,52,100,2024
EV001272,Selva,Corta,BEV,42,85,2020
EV001273,Vantor,Arc GT,BEV,91,220,2024
EV001274,Marden,Ridge,BEV,82,175,2025
EV001275,Marden,Ridge XL,BEV,105,250,2025
EV001276,Selva,Corta+,BEV,52,100,2025
EV001277,Vantor,Arc GT,BEV,91,220,2022
EV001278,Selva,Corta PHV,PHEV,9,4,2025
EV001279,Aurex,Lumen,BEV,58,120,2023
EV001280,Marden,Ridge XL,BEV,105,250,2025
EV001281,Vantor,Arc GT,BEV,91,220,2024
EV001282,Vantor,Arc GT,BEV,91,220,2023
EV001283,Marden,Ridge XL,BEV,105,250,2024
EV001284,Marden,Ridge,BEV,82,175,2026
EV001285,Marden,Ridge PHV,PHEV,18,7,2026
EV001286,Aurex,Lumen PHV,PHEV,14,7,2024
EV001287,Aurex,Lumen LR,BEV,77,150,2019
EV001288,Selva,Corta,BEV,42,85,2024
EV001289,Marden,Ridge XL,BEV,105,250,2023
EV001290,Aurex,Lumen,BEV,58,120,2025
EV001291,Selva,Corta,BEV,42,85,2025
EV001292,Marden,Ridge PHV,PHEV,18,7,2024
EV001293,Vantor,Arc,BEV,64,135,2020
EV001294,Aurex,Lumen LR,BEV,77,150,2025
EV001295,Vantor,Arc,BEV,64,135,2020
EV001296,Vantor,Arc GT,BEV,91,220,2026
EV001297,Vantor,Arc,BEV,64,135,2021
EV001298,Vantor,Arc GT,BEV,91,220,2022
EV001299,Marden,Ridge XL,BEV,105,250,2023
EV001300,Selva,Corta,BEV,42,85,2025
EV001301,Selva,Corta+,BEV,52,100,2019
EV001302,Aurex,Lumen LR,BEV,77,150,2021
EV001303,Aurex,Lumen,BEV,58,120,2022
EV001304,Selva,Corta PHV,PHEV,9,4,2022
EV001305,Vantor,Arc GT,BEV,91,220,2022
EV001306,Selva,Corta PHV,PHEV,9,4,2025
EV001307,Vantor,Arc GT,BEV,91,220,2023
EV001308,Selva,Corta+,BEV,52,100,2026
EV001309,Marden,Ridge,BEV,82,175,2025
EV001310,Aurex,Lumen,BEV,58,120,2026
EV001311,Aurex,Lumen,BEV,58,120,2024
EV001312,Selva,Corta,BEV,42,85,2025
EV001313,Aurex,Lumen LR,BEV,77,150,2023
EV001314,Vantor,Arc,BEV,64,135,2025
EV001315,Aurex,Lumen LR,BEV,77,150,2021
EV001316,Vantor,Arc,BEV,64,135,2026
EV001317,Selva,Corta,BEV,42,85,2022
EV001318,Vantor,Arc,BEV,64,135,2023
EV001319,Vantor,Arc GT,BEV,91,220,2020
EV001320,Selva,Corta,BEV,42,85,2020
EV001321,Marden,Ridge,BEV,82,175,2021
EV001322,Aurex,Lumen,BEV,58,120,2019
EV001323,Marden,Ridge PHV,PHEV,18,7,2025
EV001324,Vantor,Arc GT,BEV,91,220,2025
EV001325,Vantor,Arc PHV,PHEV,11,7,2023
EV001326,Aurex,Lumen,BEV,58,120,2025
EV001327,Aurex,Lumen,BEV,58,120,2024
EV001328,Aurex,Lumen,BEV,58,120,2024
EV001329,Vantor,Arc PHV,PHEV,11,7,2021
EV001330,Vantor,Arc GT,BEV,91,220,2023
EV001331,Marden,Ridge XL,BEV,105,250,2019
EV001332,Marden,Ridge,BEV,82,175,2024
EV001333,Aurex,Lumen,BEV,58,120,2020
EV001334,Vantor,Arc GT,BEV,91,220,2024
EV001335,Vantor,Arc GT,BEV,91,220,2024
EV001336,Selva,Corta,BEV,42,85,2023
EV001337,Marden,Ridge,BEV,82,175,2021
EV001338,Aurex,Lumen,BEV,58,120,2024
EV001339,Vantor,Arc PHV,PHEV,11,7,2021
EV001340,Selva,Corta,BEV,42,85,2020
EV001341,Vantor,Arc GT,BEV,91,220,2024
EV001342,Marden,Ridge,BEV,82,175,2023
EV001343,Vantor,Arc,BEV,64,135,2020
EV001344,Marden,Ridge,BEV,82,175,2024
EV001345,Vantor,Arc GT,BEV,91,220,2025
EV001346,Selva,Corta,BEV,42,85,2023
EV001347,Aurex,Lumen LR,BEV,77,150,2021
EV001348,Aurex,Lumen LR,BEV,77,150,2021
EV001349,Marden,Ridge XL,BEV,105,250,2019
EV001350,Selva,Corta+,BEV,52,100,2020
EV001351,Vantor,Arc GT,BEV,91,220,2025
EV001352,Marden,Ridge XL,BEV,105,250,2024
EV001353,Vantor,Arc PHV,PHEV,11,7,2025
EV001354,Aurex,Lumen LR,BEV,77,150,2019
EV001355,Marden,Ridge PHV,PHEV,18,7,2023
EV001356,Aurex,Lumen,BEV,58,120,2025
EV001357,Selva,Corta+,BEV,52,100,2020
EV001358,Vantor,Arc,BEV,64,135,2020
EV001359,Vantor,Arc,BEV,64,135,2024
EV001360,Selva,Corta,BEV,42,85,2025
EV001361,Selva,Corta+,BEV,52,100,2026
EV001362,Selva,Corta,BEV,42,85,2021
EV001363,Marden,Ridge,BEV,82,175,2021
EV001364,Selva,Corta PHV,PHEV,9,4,2026
EV001365,Aurex,Lumen LR,BEV,77,150,2023
EV001366,Vantor,Arc,BEV,64,135,2020
EV001367,Selva,Corta+,BEV,52,100,2019
EV001368,Vantor,Arc GT,BEV,91,220,2020
EV001369,Vantor,Arc,BEV,64,135,2026
EV001370,Selva,Corta,BEV,42,85,2024
EV001371,Marden,Ridge,BEV,82,175,2025
EV001372,Vantor,Arc PHV,PHEV,11,7,2025
EV001373,Selva,Corta PHV,PHEV,9,4,2023
EV001374,Marden,Ridge XL,BEV,105,250,2021
EV001375,Vantor,Arc GT,BEV,91,220,2021
EV001376,Aurex,Lumen PHV,PHEV,14,7,2022
EV001377,Marden,Ridge,BEV,82,175,2024
EV001378,Aurex,Lumen LR,BEV,77,150,2024
EV001379,Selva,Corta PHV,PHEV,9,4,2022
EV001380,Vantor,Arc,BEV,64,135,2021
EV001381,Marden,Ridge,BEV,82,175,2025
EV001382,Marden,Ridge,BEV,82,175,2022
EV001383,Vantor,Arc PHV,PHEV,11,7,2020
EV001384,Marden,Ridge,BEV,82,175,2023
EV001385,Marden,Ridge PHV,PHEV,18,7,2019
EV001386,Aurex,Lumen,BEV,58,120,2021
EV001387,Aurex,Lumen,BEV,58,120,2021
EV001388,Aurex,Lumen LR,BEV,77,150,2020
EV001389,Selva,Corta+,BEV,52,100,2024
EV001390,Vantor,Arc GT,BEV,91,220,2026
EV001391,Aurex,Lumen,BEV,58,120,2020
EV001392,Aurex,Lumen LR,BEV,77,150,2019
EV001393,Selva,Corta+,BEV,52,100,2021
EV001394,Vantor,Arc GT,BEV,91,220,2026
EV001395,Marden,Ridge XL,BEV,105,250,2025
EV001396,Selva,Corta,BEV,42,85,2025
EV001397,Aurex,Lumen PHV,PHEV,14,7,2021
EV001398,Marden,Ridge,BEV,82,175,2022
EV001399,Selva,Corta,BEV,42,85,2019
EV001400,Vantor,Arc GT,BEV,91,220,2025
EV001401,Aurex,Lumen LR,BEV,77,150,2023
EV001402,Vantor,Arc,BEV,64,135,2019
EV001403,Vantor,Arc GT,BEV,91,220,2024
EV001404,Vantor,Arc GT,BEV,91,220,2023
EV001405,Aurex,Lumen LR,BEV,77,150,2019
EV001406,Selva,Corta,BEV,42,85,2021
EV001407,Aurex,Lumen LR,BEV,77,150,2023
EV001408,Marden,Ridge XL,BEV,105,250,2021
EV001409,Selva,Corta+,BEV,52,100,2020
EV001410,Aurex,Lumen,BEV,58,120,2026
EV001411,Vantor,Arc GT,BEV,91,220,2026
EV001412,Vantor,Arc,BEV,64,135,2019
EV001413,Aurex,Lumen LR,BEV,77,150,2019
EV001414,Selva,Corta,BEV,42,85,2025
EV001415,Aurex,Lumen LR,BEV,77,150,2021
EV001416,Aurex,Lumen LR,BEV,77,150,2019
EV001417,Marden,Ridge,BEV,82,175,2022
EV001418,Vantor,Arc GT,BEV,91,220,2024
EV001419,Marden,Ridge,BEV,82,175,2021
EV001420,Selva,Corta,BEV,42,85,2021
EV001421,Selva,Corta,BEV,42,85,2021
EV001422,Vantor,Arc,BEV,64,135,2023
EV001423,Vantor,Arc GT,BEV,91,220,2021
EV001424,Selva,Corta,BEV,42,85,2026
EV001425,Vantor,Arc GT,BEV,91,220,2025
EV001426,Marden,Ridge XL,BEV,105,250,2025
EV001427,Vantor,Arc,BEV,64,135,2020
EV001428,Vantor,Arc,BEV,64,135,2019
EV001429,Vantor,Arc GT,BEV,91,220,2026
EV001430,Marden,Ridge XL,BEV,105,250,2021
EV001431,Marden,Ridge XL,BEV,105,250,2023
EV001432,Selva,Corta+,BEV,52,100,2022
EV001433,Vantor,Arc GT,BEV,91,220,2024
EV001434,Selva,Corta+,BEV,52,100,2024
EV001435,Marden,Ridge XL,BEV,105,250,2020
EV001436,Vantor,Arc,BEV,64,135,2019
EV001437,Marden,Ridge,BEV,82,175,2024
EV001438,Marden,Ridge,BEV,82,175,2025
EV001439,Vantor,Arc GT,BEV,91,220,2025
EV001440,Aurex,Lumen LR,BEV,77,150,2025
EV001441,Selva,Corta+,BEV,52,100,2019
EV001442,Aurex,Lumen LR,BEV,77,150,2026
EV001443,Vantor,Arc GT,BEV,91,220,2021
EV001444,Selva,Corta+,BEV,52,100,2020
EV001445,Selva,Corta PHV,PHEV,9,4,2025
EV001446,Aurex,Lumen LR,BEV,77,150,2020
EV001447,Aurex,Lumen,BEV,58,120,2023
EV001448,Selva,Corta,BEV,42,85,2025
EV001449,Selva,Corta PHV,PHEV,9,4,2025
EV001450,Aurex,Lumen,BEV,58,120,2023
EV001451,Selva,Corta+,BEV,52,100,2022
EV001452,Aurex,Lumen,BEV,58,120,2020
EV001453,Selva,Corta+,BEV,52,100,2021
EV001454,Aurex,Lumen LR,BEV,77,150,2019
EV001455,Marden,Ridge,BEV,82,175,2022
EV001456,Vantor,Arc GT,BEV,91,220,2020
EV001457,Marden,Ridge,BEV,82,175,2023
EV001458,Vantor,Arc,BEV,64,135,2024
EV001459,Aurex,Lumen,BEV,58,120,2021
EV001460,Aurex,Lumen LR,BEV,77,150,2024
EV001461,Vantor,Arc,BEV,64,135,2026
EV001462,Aurex,Lumen LR,BEV,77,150,2021
EV001463,Aurex,Lumen LR,BEV,77,150,2023
EV001464,Selva,Corta+,BEV,52,100,2026
EV001465,Selva,Corta,BEV,42,85,2019
EV001466,Marden,Ridge XL,BEV,105,250,2023
EV001467,Selva,Corta,BEV,42,85,2020
EV001468,Selva,Corta,BEV,42,85,2023
EV001469,Marden,Ridge,BEV,82,175,2021
EV001470,Marden,Ridge XL,BEV,105,250,2022
EV001471,Selva,Corta+,BEV,52,100,2019
EV001472,Aurex,Lumen,BEV,58,120,2022
EV001473,Selva,Corta,BEV,42,85,2024
EV001474,Aurex,Lumen,BEV,58,120,2021
EV001475,Selva,Corta+,BEV,52,100,2020
EV001476,Aurex,Lumen,BEV,58,120,2025
EV001477,Selva,Corta,BEV,42,85,2020
EV001478,Aurex,Lumen LR,BEV,77,150,2022
EV001479,Marden,Ridge XL,BEV,105,250,2020
EV001480,Aurex,Lumen,BEV,58,120,2020
EV001481,Marden,Ridge,BEV,82,175,2026
EV001482,Marden,Ridge,BEV,82,175,2022
EV001483,Vantor,Arc,BEV,64,135,2026
EV001484,Selva,Corta+,BEV,52,100,2026
EV001485,Vantor,Arc GT,BEV,91,220,2024
EV001486,Vantor,Arc,BEV,64,135,2024
EV001487,Vantor,Arc,BEV,64,135,2025
EV001488,Aurex,Lumen,BEV,58,120,2019
EV001489,Marden,Ridge,BEV,82,175,2023
EV001490,Aurex,Lumen,BEV,58,120,2022
EV001491,Aurex,Lumen LR,BEV,77,150,2023
EV001492,Aurex,Lumen,BEV,58,120,2022
EV001493,Marden,Ridge XL,BEV,105,250,2025
EV001494,Selva,Corta,BEV,42,85,2019
EV001495,Selva,Corta,BEV,42,85,2025
EV001496,Selva,Corta+,BEV,52,100,2026
EV001497,Marden,Ridge XL,BEV,105,250,2025
EV001498,Selva,Corta+,BEV,52,100,2026
EV001499,Selva,Corta,BEV,42,85,2020
EV001500,Vantor,Arc,BEV,64,135,2019
EV001501,Selva,Corta,BEV,42,85,2020
EV001502,Marden,Ridge PHV,PHEV,18,7,2023
EV001503,Selva,Corta+,BEV,52,100,2019
EV001504,Selva,Corta,BEV,42,85,2021
EV001505,Aurex,Lumen PHV,PHEV,14,7,2020
EV001506,Aurex,Lumen,BEV,58,120,2020
EV001507,Aurex,Lumen,BEV,58,120,2023
EV001508,Marden,Ridge XL,BEV,105,250,2021
EV001509,Selva,Corta PHV,PHEV,9,4,2023
EV001510,Aurex,Lumen,BEV,58,120,2019
EV001511,Aurex,Lumen,BEV,58,120,2025
EV001512,Aurex,Lumen,BEV,58,120,2024
EV001513,Selva,Corta+,BEV,52,100,2024
EV001514,Aurex,Lumen LR,BEV,77,150,2021
EV001515,Selva,Corta+,BEV,52,100,2026
EV001516,Marden,Ridge,BEV,82,175,2024
EV001517,Aurex,Lumen,BEV,58,120,2021
EV001518,Aurex,Lumen PHV,PHEV,14,7,2025
EV001519,Vantor,Arc,BEV,64,135,2026
EV001520,Selva,Corta+,BEV,52,100,2023
EV001521,Vantor,Arc GT,BEV,91,220,2022
EV001522,Vantor,Arc GT,BEV,91,220,2021
EV001523,Vantor,Arc GT,BEV,91,220,2021
EV001524,Aurex,Lumen,BEV,58,120,2020
EV001525,Vantor,Arc GT,BEV,91,220,2019
EV001526,Vantor,Arc,BEV,64,135,2024
EV001527,Vantor,Arc GT,BEV,91,220,2023
EV001528,Aurex,Lumen LR,BEV,77,150,2024
EV001529,Vantor,Arc GT,BEV,91,220,2025
EV001530,Marden,Ridge,BEV,82,175,2025
EV001531,Marden,Ridge PHV,PHEV,18,7,2020
EV001532,Aurex,Lumen LR,BEV,77,150,2020
EV001533,Marden,Ridge XL,BEV,105,250,2022
EV001534,Selva,Corta+,BEV,52,100,2019
EV001535,Aurex,Lumen,BEV,58,120,2023
EV001536,Aurex,Lumen,BEV,58,120,2026
EV001537,Aurex,Lumen PHV,PHEV,14,7,2024
EV001538,Vantor,Arc,BEV,64,135,2023
EV001539,Aurex,Lumen,BEV,58,120,2025
EV001540,Marden,Ridge,BEV,82,175,2019
EV001541,Marden,Ridge,BEV,82,175,2022
EV001542,Aurex,Lumen PHV,PHEV,14,7,2024
EV001543,Selva,Corta,BEV,42,85,2026
EV001544,Vantor,Arc,BEV,64,135,2019
EV001545,Vantor,Arc,BEV,64,135,2019
EV001546,Aurex,Lumen LR,BEV,77,150,2024
EV001547,Selva,Corta+,BEV,52,100,2024
EV001548,Selva,Corta PHV,PHEV,9,4,2023
EV001549,Aurex,Lumen,BEV,58,120,2019
EV001550,Vantor,Arc GT,BEV,91,220,2024
EV001551,Vantor,Arc GT,BEV,91,220,2023
EV001552,Aurex,Lumen,BEV,58,120,2019
EV001553,Selva,Corta+,BEV,52,100,2019
EV001554,Marden,Ridge PHV,PHEV,18,7,2026
EV001555,Vantor,Arc,BEV,64,135,2025
EV001556,Marden,Ridge,BEV,82,175,2026
EV001557,Aurex,Lumen PHV,PHEV,14,7,2020
EV001558,Vantor,Arc,BEV,64,135,2026
EV001559,Vantor,Arc PHV,PHEV,11,7,2023
EV001560,Marden,Ridge,BEV,82,175,2025
EV001561,Selva,Corta+,BEV,52,100,2024
EV001562,Aurex,Lumen LR,BEV,77,150,2021
EV001563,Vantor,Arc,BEV,64,135,2021
EV001564,Aurex,Lumen,BEV,58,120,2026
EV001565,Aurex,Lumen PHV,PHEV,14,7,2026
EV001566,Marden,Ridge XL,BEV,105,250,2023
EV001567,Aurex,Lumen,BEV,58,120,2023
EV001568,Selva,Corta,BEV,42,85,2024
EV001569,Aurex,Lumen LR,BEV,77,150,2025
EV001570,Marden,Ridge XL,BEV,105,250,2024
EV001571,Selva,Corta+,BEV,52,100,2020
EV001572,Selva,Corta PHV,PHEV,9,4,2020
EV001573,Marden,Ridge,BEV,82,175,2026
EV001574,Aurex,Lumen,BEV,58,120,2025
EV001575,Vantor,Arc GT,BEV,91,220,2020
EV001576,Selva,Corta+,BEV,52,100,2024
EV001577,Vantor,Arc PHV,PHEV,11,7,2022
EV001578,Vantor,Arc GT,BEV,91,220,2020
EV001579,Aurex,Lumen LR,BEV,77,150,2023
EV001580,Vantor,Arc,BEV,64,135,2022
EV001581,Vantor,Arc,BEV,64,135,2025
EV001582,Aurex,Lumen LR,BEV,77,150,2020
EV001583,Vantor,Arc GT,BEV,91,220,2024
EV001584,Vantor,Arc,BEV,64,135,2022
EV001585,Selva,Corta,BEV,42,85,2026
EV001586,Aurex,Lumen PHV,PHEV,14,7,2026
EV001587,Selva,Corta PHV,PHEV,9,4,2023
EV001588,Aurex,Lumen LR,BEV,77,150,2022
