session_id,station_id,vehicle_id,start_utc,end_utc,duration_min,energy_kwh,power_kw
S000525,ABC0053,EV001630,2026-06-08T05:56:00Z,2026-06-08T06:20:00Z,24,2.8,150
S000526,ABC0053,EV001630,2026-06-08T12:20:00Z,2026-06-08T12:44:00Z,24,3.56,150
S000527,ABC0067,EV001633,2026-06-08T03:53:00Z,2026-06-08T04:17:00Z,24,0.68,150
S000528,ABC0067,EV001633,2026-06-08T11:29:00Z,2026-06-08T11:53:00Z,24,3.43,150
S000529,ABC0049,EV001635,2026-06-08T02:59:00Z,2026-06-08T03:23:00Z,24,4.43,350
S000530,ABC0009,EV001641,2026-06-08T09:37:00Z,2026-06-08T10:01:00Z,24,0.22,50
S000531,ABC0076,EV001645,2026-06-08T07:11:00Z,2026-06-08T07:35:00Z,24,1.66,50
S000532,ABC0019,EV001647,2026-06-08T10:06:00Z,2026-06-08T10:30:00Z,24,6.44,50
S000533,ABC0037,EV001649,2026-06-08T03:42:00Z,2026-06-08T04:06:00Z,24,11.36,150
S000534,ABC0021,EV001652,2026-06-08T02:08:00Z,2026-06-08T02:32:00Z,24,5.22,50
S000535,ABC0003,EV001652,2026-06-08T04:08:00Z,2026-06-08T04:32:00Z,24,1.25,150
S000536,ABC0009,EV001653,2026-06-08T04:52:00Z,2026-06-08T05:16:00Z,24,7.91,50
S000537,ABC0067,EV001661,2026-06-08T00:44:00Z,2026-06-08T01:08:00Z,24,5.48,150
S000538,ABC0040,EV001664,2026-06-08T11:00:00Z,2026-06-08T11:24:00Z,24,4.62,50
S000539,ABC0051,EV001665,2026-06-08T07:41:00Z,2026-06-08T08:05:00Z,24,2.7,150
S000540,ABC0015,EV001667,2026-06-08T03:28:00Z,2026-06-08T03:52:00Z,24,2.99,150
S000541,ABC0042,EV001669,2026-06-08T05:17:00Z,2026-06-08T05:41:00Z,24,4.49,50
S000542,ABC0026,EV001671,2026-06-08T05:49:00Z,2026-06-08T06:13:00Z,24,8.15,50
S000543,ABC0011,EV001675,2026-06-08T08:21:00Z,2026-06-08T08:45:00Z,24,7.23,150
S000544,ABC0069,EV001677,2026-06-08T05:39:00Z,2026-06-08T06:03:00Z,24,2.56,50
S000545,ABC0075,EV001678,2026-06-08T06:41:00Z,2026-06-08T07:05:00Z,24,0.21,350
S000546,ABC0055,EV001680,2026-06-08T09:55:00Z,2026-06-08T10:19:00Z,24,0.62,150
S000547,ABC0047,EV001682,2026-06-08T04:48:00Z,2026-06-08T05:12:00Z,24,1.58,150
S000548,ABC0039,EV001687,2026-06-08T02:50:00Z,2026-06-08T03:14:00Z,24,10.8,150
S000549,ABC0050,EV001692,2026-06-08T08:10:00Z,2026-06-08T08:34:00Z,24,0.45,150
S000550,ABC0076,EV001695,2026-06-08T06:44:00Z,2026-06-08T07:08:00Z,24,3.71,50
S000551,ABC0055,EV001706,2026-06-08T04:06:00Z,2026-06-08T04:30:00Z,24,9.01,150
S000552,ABC0073,EV001711,2026-06-08T01:54:00Z,2026-06-08T02:18:00Z,24,3.32,150
S000553,ABC0047,EV001722,2026-06-08T08:05:00Z,2026-06-08T08:29:00Z,24,0.52,150
S000554,ABC0074,EV001726,2026-06-08T04:30:00Z,2026-06-08T04:54:00Z,24,10.77,350
S000555,ABC0040,EV001731,2026-06-08T10:09:00Z,2026-06-08T10:33:00Z,24,8.73,50
S000556,ABC0029,EV001732,2026-06-08T01:24:00Z,2026-06-08T01:48:00Z,24,7.12,50
S000557,ABC0006,EV001732,2026-06-08T05:36:00Z,2026-06-08T06:00:00Z,24,1.02,150
S000558,ABC0015,EV001734,2026-06-08T04:31:00Z,2026-06-08T04:55:00Z,24,6.75,150
S000559,ABC0050,EV001746,2026-06-08T06:55:00Z,2026-06-08T07:19:00Z,24,6.03,150
S000560,ABC0043,EV001747,2026-06-08T07:33:00Z,2026-06-08T07:57:00Z,24,4.86,50
S000561,ABC0006,EV001749,2026-06-08T03:01:00Z,2026-06-08T03:25:00Z,24,6.75,150
S000562,ABC0043,EV001749,2026-06-08T11:25:00Z,2026-06-08T11:49:00Z,24,6.07,50
S000563,ABC0002,EV001753,2026-06-08T02:54:00Z,2026-06-08T03:30:00Z,36,10.01,50
S000564,ABC0036,EV001754,2026-06-08T03:07:00Z,2026-06-08T03:31:00Z,24,9.9,50
S000565,ABC0009,EV001755,2026-06-08T06:38:00Z,2026-06-08T07:02:00Z,24,6.36,50
S000566,ABC0013,EV001755,2026-06-08T07:14:00Z,2026-06-08T07:50:00Z,36,10.11,50
S000567,ABC0069,EV001756,2026-06-08T13:39:00Z,2026-06-08T14:03:00Z,24,4.38,50
S000568,ABC0033,EV001760,2026-06-08T09:56:00Z,2026-06-08T10:20:00Z,24,0.74,350
S000569,ABC0047,EV001765,2026-06-08T06:46:00Z,2026-06-08T07:10:00Z,24,8.95,150
S000570,ABC0033,EV001771,2026-06-08T12:16:00Z,2026-06-08T12:40:00Z,24,5.31,350
S000571,ABC0010,EV001772,2026-06-08T04:07:00Z,2026-06-08T04:31:00Z,24,5.42,50
S000572,ABC0010,EV001772,2026-06-08T10:19:00Z,2026-06-08T10:43:00Z,24,2.46,50
S000573,ABC0055,EV001775,2026-06-08T03:46:00Z,2026-06-08T04:10:00Z,24,9.29,150
S000574,ABC0001,EV001775,2026-06-08T11:58:00Z,2026-06-08T12:22:00Z,24,1.39,150
S000575,ABC0070,EV001787,2026-06-08T07:36:00Z,2026-06-08T08:00:00Z,24,5.11,150
S000576,ABC0049,EV001788,2026-06-08T06:12:00Z,2026-06-08T06:36:00Z,24,1.11,350
S000577,ABC0070,EV001789,2026-06-08T04:05:00Z,2026-06-08T04:29:00Z,24,4.77,150
S000578,ABC0027,EV001791,2026-06-08T09:29:00Z,2026-06-08T09:53:00Z,24,0.86,50
S000579,ABC0060,EV001798,2026-06-08T03:43:00Z,2026-06-08T04:07:00Z,24,10.24,150
S000580,ABC0020,EV001806,2026-06-08T06:31:00Z,2026-06-08T06:55:00Z,24,5.97,50
S000581,ABC0023,EV001810,2026-06-08T06:50:00Z,2026-06-08T07:14:00Z,24,1.28,150
S000582,ABC0023,EV001816,2026-06-08T03:49:00Z,2026-06-08T04:13:00Z,24,4.44,150
S000583,ABC0023,EV001816,2026-06-08T14:25:00Z,2026-06-08T14:49:00Z,24,4.62,150
S000584,ABC0033,EV001822,2026-06-08T02:47:00Z,2026-06-08T03:11:00Z,24,6.67,350
S000585,ABC0033,EV001822,2026-06-08T08:35:00Z,2026-06-08T08:59:00Z,24,3.82,350
S000586,ABC0033,EV001822,2026-06-08T09:35:00Z,2026-06-08T09:59:00Z,24,0.72,350
S000587,ABC0009,EV001824,2026-06-08T07:00:00Z,2026-06-08T07:24:00Z,24,6.13,50
S000588,ABC0009,EV001824,2026-06-08T09:24:00Z,2026-06-08T09:48:00Z,24,3.27,50
S000589,ABC0059,EV001826,2026-06-08T06:32:00Z,2026-06-08T06:56:00Z,24,4.92,150
S000590,ABC0074,EV001826,2026-06-08T07:56:00Z,2026-06-08T08:20:00Z,24,0.93,350
S000591,ABC0059,EV001826,2026-06-08T11:44:00Z,2026-06-08T12:08:00Z,24,1.86,150
S000592,ABC0054,EV001828,2026-06-08T07:44:00Z,2026-06-08T08:08:00Z,24,5.27,50
S000593,ABC0031,EV001829,2026-06-08T07:55:00Z,2026-06-08T08:19:00Z,24,1.42,50
S000594,ABC0022,EV001831,2026-06-08T07:32:00Z,2026-06-08T07:56:00Z,24,0.28,150
S000595,ABC0002,EV001831,2026-06-08T08:08:00Z,2026-06-08T08:32:00Z,24,0.48,50
S000596,ABC0013,EV001835,2026-06-08T13:04:00Z,2026-06-08T13:28:00Z,24,5.28,50
S000597,ABC0006,EV001841,2026-06-08T10:17:00Z,2026-06-08T10:41:00Z,24,0.98,150
S000598,ABC0072,EV001843,2026-06-08T02:27:00Z,2026-06-08T02:51:00Z,24,5.52,150
S000599,ABC0012,EV001845,2026-06-08T05:21:00Z,2026-06-08T05:45:00Z,24,1.49,50
S000600,ABC0065,EV001846,2026-06-08T00:58:00Z,2026-06-08T01:34:00Z,36,8.55,150
S000601,ABC0027,EV001849,2026-06-08T03:50:00Z,2026-06-08T04:26:00Z,36,7.55,50
S000602,ABC0019,EV001851,2026-06-08T02:04:00Z,2026-06-08T02:28:00Z,24,2.76,50
S000603,ABC0019,EV001851,2026-06-08T06:52:00Z,2026-06-08T07:16:00Z,24,1.43,50
S000604,ABC0021,EV001854,2026-06-08T07:25:00Z,2026-06-08T08:13:00Z,48,26.33,50
S000605,ABC0021,EV001854,2026-06-08T09:37:00Z,2026-06-08T10:01:00Z,24,0.81,50
S000606,ABC0070,EV001864,2026-06-08T04:55:00Z,2026-06-08T05:19:00Z,24,4.45,150
S000607,ABC0029,EV001869,2026-06-08T07:39:00Z,2026-06-08T08:03:00Z,24,3.47,50
S000608,ABC0008,EV001883,2026-06-08T02:49:00Z,2026-06-08T03:25:00Z,36,14.03,50
S000609,ABC0011,EV001883,2026-06-08T07:25:00Z,2026-06-08T07:49:00Z,24,4.18,150
S000610,ABC0069,EV001884,2026-06-08T04:03:00Z,2026-06-08T04:27:00Z,24,2.65,50
S000611,ABC0033,EV001888,2026-06-08T06:27:00Z,2026-06-08T06:51:00Z,24,8.24,350
S000612,ABC0033,EV001892,2026-06-08T08:23:00Z,2026-06-08T08:47:00Z,24,11.39,350
S000613,ABC0026,EV001894,2026-06-08T15:51:00Z,2026-06-08T16:15:00Z,24,1.84,50
S000614,ABC0009,EV001894,2026-06-08T16:51:00Z,2026-06-08T17:15:00Z,24,1.04,50
S000615,ABC0038,EV001899,2026-06-08T07:55:00Z,2026-06-08T08:19:00Z,24,1.21,50
S000616,ABC0053,EV001901,2026-06-08T00:19:00Z,2026-06-08T00:43:00Z,24,6.75,150
S000617,ABC0053,EV001923,2026-06-08T06:14:00Z,2026-06-08T06:38:00Z,24,5.79,150
S000618,ABC0000,EV001926,2026-06-08T03:01:00Z,2026-06-08T03:25:00Z,24,0.71,150
S000619,ABC0048,EV001930,2026-06-08T07:24:00Z,2026-06-08T07:48:00Z,24,4.54,50
S000620,ABC0002,EV001932,2026-06-08T12:03:00Z,2026-06-08T12:27:00Z,24,4.98,50
S000621,ABC0019,EV001942,2026-06-08T04:03:00Z,2026-06-08T04:51:00Z,48,21.12,50
S000622,ABC0070,EV001954,2026-06-08T02:55:00Z,2026-06-08T03:19:00Z,24,3.5,150
S000623,ABC0019,EV001959,2026-06-08T10:08:00Z,2026-06-08T10:44:00Z,36,17.72,50
S000624,ABC0043,EV001960,2026-06-08T08:20:00Z,2026-06-08T08:44:00Z,24,1.38,50
S000625,ABC0026,EV001962,2026-06-08T05:31:00Z,2026-06-08T05:55:00Z,24,5.48,50
S000626,ABC0002,EV001964,2026-06-08T07:25:00Z,2026-06-08T08:25:00Z,60,26.28,50
S000627,ABC0055,EV001968,2026-06-08T04:52:00Z,2026-06-08T05:16:00Z,24,0.66,150
S000628,ABC0071,EV001970,2026-06-08T02:58:00Z,2026-06-08T03:22:00Z,24,4.7,50
S000629,ABC0044,EV001971,2026-06-08T02:36:00Z,2026-06-08T03:00:00Z,24,6.02,50
S000630,ABC0044,EV001971,2026-06-08T04:36:00Z,2026-06-08T05:00:00Z,24,8.13,50
S000631,ABC0044,EV001972,2026-06-08T05:57:00Z,2026-06-08T06:33:00Z,36,11.61,50
S000632,ABC0003,EV001973,2026-06-08T06:23:00Z,2026-06-08T06:47:00Z,24,6.07,150
S000633,ABC0021,EV001973,2026-06-08T10:47:00Z,2026-06-08T11:11:00Z,24,4.01,50
S000634,ABC0029,EV001977,2026-06-08T14:52:00Z,2026-06-08T15:16:00Z,24,3.05,50
S000635,ABC0028,EV001978,2026-06-08T07:16:00Z,2026-06-08T07:40:00Z,24,5.08,150
S000636,ABC0028,EV001978,2026-06-08T12:04:00Z,2026-06-08T12:28:00Z,24,4.83,150
S000637,ABC0028,EV001979,2026-06-08T02:54:00Z,2026-06-08T03:18:00Z,24,8.32,150
S000638,ABC0073,EV001980,2026-06-08T06:28:00Z,2026-06-08T06:52:00Z,24,7.64,150
S000639,ABC0063,EV001984,2026-06-08T15:57:00Z,2026-06-08T16:21:00Z,24,1.03,350
S000640,ABC0074,EV001986,2026-06-08T03:31:00Z,2026-06-08T03:55:00Z,24,1.59,350
S000641,ABC0013,EV001991,2026-06-08T12:19:00Z,2026-06-08T13:19:00Z,60,29.91,50
S000642,ABC0071,EV001994,2026-06-08T05:57:00Z,2026-06-08T06:21:00Z,24,4.7,50
S000643,ABC0021,EV001995,2026-06-08T03:54:00Z,2026-06-08T04:18:00Z,24,0.37,50
S000644,ABC0022,EV001996,2026-06-08T09:04:00Z,2026-06-08T09:28:00Z,24,10.86,150
S000645,ABC0063,EV001998,2026-06-08T00:30:00Z,2026-06-08T00:54:00Z,24,7.52,350
S000646,ABC0063,EV001998,2026-06-08T01:42:00Z,2026-06-08T02:06:00Z,24,2.6,350
S000647,ABC0037,EV002005,2026-06-08T04:51:00Z,2026-06-08T05:15:00Z,24,8.27,150
S000648,ABC0049,EV002010,2026-06-08T02:58:00Z,2026-06-08T03:22:00Z,24,5.09,350
S000649,ABC0071,EV002016,2026-06-08T01:47:00Z,2026-06-08T02:11:00Z,24,5.05,50
S000650,ABC0002,EV002018,2026-06-08T05:20:00Z,2026-06-08T05:44:00Z,24,6.98,50
S000651,ABC0052,EV002022,2026-06-08T05:49:00Z,2026-06-08T06:13:00Z,24,4.67,150
S000652,ABC0037,EV002023,2026-06-08T10:27:00Z,2026-06-08T10:51:00Z,24,5.48,150
S000653,ABC0025,EV002025,2026-06-08T04:23:00Z,2026-06-08T04:47:00Z,24,0.61,150
S000654,ABC0044,EV002034,2026-06-08T06:19:00Z,2026-06-08T06:43:00Z,24,1.12,50
S000655,ABC0052,EV002038,2026-06-08T06:10:00Z,2026-06-08T06:34:00Z,24,0.97,150
S000656,ABC0052,EV002038,2026-06-08T06:58:00Z,2026-06-08T07:22:00Z,24,0.38,150
S000657,ABC0052,EV002047,2026-06-08T08:30:00Z,2026-06-08T08:54:00Z,24,2.15,150
S000658,ABC0053,EV002049,2026-06-08T07:10:00Z,2026-06-08T07:34:00Z,24,0.72,150
S000659,ABC0053,EV002049,2026-06-08T10:10:00Z,2026-06-08T10:34:00Z,24,2.01,150
S000660,ABC0069,EV002050,2026-06-08T05:11:00Z,2026-06-08T05:35:00Z,24,4.88,50
S000661,ABC0036,EV002054,2026-06-08T07:51:00Z,2026-06-08T08:27:00Z,36,10.24,50
S000662,ABC0032,EV002055,2026-06-08T05:37:00Z,2026-06-08T06:01:00Z,24,5.17,50
S000663,ABC0032,EV002058,2026-06-08T02:40:00Z,2026-06-08T03:04:00Z,24,2.5,50
S000664,ABC0069,EV002075,2026-06-08T00:52:00Z,2026-06-08T01:16:00Z,24,4.47,50
S000665,ABC0069,EV002075,2026-06-08T01:28:00Z,2026-06-08T01:52:00Z,24,0.34,50
S000666,ABC0024,EV002076,2026-06-08T05:53:00Z,2026-06-08T06:17:00Z,24,9.8,150
S000667,ABC0035,EV002076,2026-06-08T08:05:00Z,2026-06-08T08:29:00Z,24,1.38,50
S000668,ABC0035,EV002078,2026-06-08T04:06:00Z,2026-06-08T04:30:00Z,24,6.36,50
S000669,ABC0071,EV002081,2026-06-08T04:28:00Z,2026-06-08T05:04:00Z,36,17.38,50
S000670,ABC0071,EV002081,2026-06-08T08:16:00Z,2026-06-08T08:40:00Z,24,1.58,50
S000671,ABC0044,EV002083,2026-06-08T08:39:00Z,2026-06-08T09:03:00Z,24,8.96,50
S000672,ABC0006,EV002089,2026-06-08T09:08:00Z,2026-06-08T09:32:00Z,24,0.6,150
S000673,ABC0059,EV002093,2026-06-08T03:06:00Z,2026-06-08T03:30:00Z,24,9.2,150
S000674,ABC0074,EV002102,2026-06-08T04:15:00Z,2026-06-08T04:39:00Z,24,9.3,350
S000675,ABC0071,EV002103,2026-06-08T04:03:00Z,2026-06-08T04:27:00Z,24,3.45,50
S000676,ABC0072,EV002106,2026-06-08T00:08:00Z,2026-06-08T00:32:00Z,24,11.7,150
S000677,ABC0069,EV002109,2026-06-08T07:59:00Z,2026-06-08T08:23:00Z,24,2.82,50
S000678,ABC0069,EV002109,2026-06-08T10:47:00Z,2026-06-08T11:11:00Z,24,1.19,50
S000679,ABC0037,EV002112,2026-06-08T04:14:00Z,2026-06-08T04:38:00Z,24,3.36,150
S000680,ABC0052,EV002120,2026-06-08T03:49:00Z,2026-06-08T04:13:00Z,24,5.17,150
S000681,ABC0057,EV002122,2026-06-08T04:24:00Z,2026-06-08T05:00:00Z,36,17.19,50
S000682,ABC0075,EV002127,2026-06-08T02:57:00Z,2026-06-08T03:21:00Z,24,10.71,350
S000683,ABC0016,EV002128,2026-06-08T03:19:00Z,2026-06-08T03:43:00Z,24,5.16,150
S000684,ABC0001,EV002128,2026-06-08T05:43:00Z,2026-06-08T06:07:00Z,24,1.48,150
S000685,ABC0013,EV002130,2026-06-08T00:24:00Z,2026-06-08T00:48:00Z,24,6.87,50
S000686,ABC0064,EV002131,2026-06-08T02:39:00Z,2026-06-08T03:03:00Z,24,7.23,350
S000687,ABC0053,EV002135,2026-06-08T03:36:00Z,2026-06-08T04:00:00Z,24,6.59,150
S000688,ABC0053,EV002135,2026-06-08T08:12:00Z,2026-06-08T08:36:00Z,24,2.55,150
S000689,ABC0076,EV002143,2026-06-08T09:44:00Z,2026-06-08T10:08:00Z,24,0.38,50
S000690,ABC0002,EV002146,2026-06-08T07:35:00Z,2026-06-08T07:59:00Z,24,1.87,50
S000691,ABC0027,EV002147,2026-06-08T05:51:00Z,2026-06-08T06:27:00Z,36,9.61,50
S000692,ABC0010,EV002149,2026-06-08T07:48:00Z,2026-06-08T08:12:00Z,24,0.8,50
S000693,ABC0037,EV002155,2026-06-08T03:45:00Z,2026-06-08T04:09:00Z,24,9.43,150
S000694,ABC0037,EV002155,2026-06-08T11:33:00Z,2026-06-08T11:57:00Z,24,0.84,150
S000695,ABC0033,EV002157,2026-06-08T01:13:00Z,2026-06-08T01:37:00Z,24,8.41,350
S000696,ABC0004,EV002159,2026-06-08T08:32:00Z,2026-06-08T08:56:00Z,24,2.5,50
S000697,ABC0052,EV002160,2026-06-08T08:38:00Z,2026-06-08T09:02:00Z,24,0.63,150
S000698,ABC0028,EV002164,2026-06-08T12:03:00Z,2026-06-08T12:27:00Z,24,2.83,150
S000699,ABC0028,EV002164,2026-06-08T13:03:00Z,2026-06-08T13:27:00Z,24,0.8,150
S000700,ABC0047,EV002165,2026-06-08T07:52:00Z,2026-06-08T08:16:00Z,24,0.39,150
S000701,ABC0077,EV002168,2026-06-08T06:33:00Z,2026-06-08T06:57:00Z,24,5.08,150
S000702,ABC0024,EV002169,2026-06-08T06:05:00Z,2026-06-08T06:29:00Z,24,3.5,150
S000703,ABC0071,EV002181,2026-06-08T10:48:00Z,2026-06-08T11:12:00Z,24,1.04,50
S000704,ABC0050,EV002184,2026-06-08T05:14:00Z,2026-06-08T05:38:00Z,24,9.72,150
S000705,ABC0052,EV002189,2026-06-08T10:45:00Z,2026-06-08T11:09:00Z,24,4.84,150
S000706,ABC0007,EV002190,2026-06-08T01:46:00Z,2026-06-08T02:10:00Z,24,3.0,350
S000707,ABC0075,EV002192,2026-06-08T10:16:00Z,2026-06-08T10:40:00Z,24,1.96,350
S000708,ABC0038,EV002194,2026-06-08T08:43:00Z,2026-06-08T09:07:00Z,24,3.26,50
S000709,ABC0019,EV002197,2026-06-08T02:21:00Z,2026-06-08T02:45:00Z,24,5.39,50
S000710,ABC0065,EV002200,2026-06-08T02:16:00Z,2026-06-08T02:40:00Z,24,10.92,150
S000711,ABC0022,EV002201,2026-06-08T04:46:00Z,2026-06-08T05:10:00Z,24,4.11,150
S000712,ABC0022,EV002201,2026-06-08T05:22:00Z,2026-06-08T05:46:00Z,24,0.44,150
S000713,ABC0002,EV002201,2026-06-08T06:10:00Z,2026-06-08T06:34:00Z,24,0.86,50
S000714,ABC0012,EV002218,2026-06-08T09:36:00Z,2026-06-08T10:00:00Z,24,4.96,50
S000715,ABC0022,EV002221,2026-06-08T03:01:00Z,2026-06-08T03:25:00Z,24,4.89,150
S000716,ABC0075,EV002229,2026-06-08T05:51:00Z,2026-06-08T06:39:00Z,48,18.52,350
S000717,ABC0043,EV002232,2026-06-08T06:29:00Z,2026-06-08T06:53:00Z,24,1.29,50
S000718,ABC0052,EV002233,2026-06-08T08:57:00Z,2026-06-08T09:21:00Z,24,5.4,150
S000719,ABC0032,EV002234,2026-06-08T04:59:00Z,2026-06-08T05:23:00Z,24,5.28,50
S000720,ABC0053,EV002237,2026-06-08T05:59:00Z,2026-06-08T06:23:00Z,24,2.21,150
S000721,ABC0017,EV002243,2026-06-08T10:17:00Z,2026-06-08T10:41:00Z,24,8.16,150
S000722,ABC0017,EV002243,2026-06-08T10:53:00Z,2026-06-08T11:17:00Z,24,0.2,150
S000723,ABC0030,EV002246,2026-06-08T07:25:00Z,2026-06-08T07:49:00Z,24,1.6,150
S000724,ABC0079,EV002247,2026-06-08T09:07:00Z,2026-06-08T09:31:00Z,24,7.6,50
S000725,ABC0038,EV002248,2026-06-08T08:41:00Z,2026-06-08T09:17:00Z,36,13.2,50
S000726,ABC0005,EV002249,2026-06-08T08:23:00Z,2026-06-08T08:47:00Z,24,4.78,150
S000727,ABC0005,EV002249,2026-06-08T09:11:00Z,2026-06-08T09:35:00Z,24,7.84,150
S000728,ABC0018,EV002251,2026-06-08T03:57:00Z,2026-06-08T04:21:00Z,24,6.36,50
S000729,ABC0079,EV002254,2026-06-08T12:19:00Z,2026-06-08T12:43:00Z,24,4.41,50
S000730,ABC0034,EV002256,2026-06-08T00:04:00Z,2026-06-08T00:28:00Z,24,11.79,150
S000731,ABC0043,EV002260,2026-06-08T01:41:00Z,2026-06-08T02:05:00Z,24,3.57,50
S000732,ABC0074,EV002269,2026-06-08T04:31:00Z,2026-06-08T04:55:00Z,24,3.66,350
S000733,ABC0074,EV002269,2026-06-08T06:07:00Z,2026-06-08T06:31:00Z,24,0.2,350
S000734,ABC0041,EV002271,2026-06-08T03:53:00Z,2026-06-08T04:17:00Z,24,5.75,350
S000735,ABC0028,EV002271,2026-06-08T07:53:00Z,2026-06-08T08:17:00Z,24,3.01,150
S000736,ABC0028,EV002271,2026-06-08T11:17:00Z,2026-06-08T11:41:00Z,24,2.07,150
S000737,ABC0034,EV002272,2026-06-08T03:32:00Z,2026-06-08T03:56:00Z,24,11.62,150
S000738,ABC0027,EV002281,2026-06-08T05:17:00Z,2026-06-08T06:05:00Z,48,19.68,50
S000739,ABC0070,EV002283,2026-06-08T08:16:00Z,2026-06-08T08:40:00Z,24,0.77,150
S000740,ABC0049,EV002284,2026-06-08T05:14:00Z,2026-06-08T05:38:00Z,24,0.72,350
S000741,ABC0070,EV002285,2026-06-08T00:46:00Z,2026-06-08T01:22:00Z,36,11.42,150
S000742,ABC0075,EV002289,2026-06-08T03:25:00Z,2026-06-08T03:49:00Z,24,3.54,350
S000743,ABC0005,EV002293,2026-06-08T07:06:00Z,2026-06-08T07:30:00Z,24,5.37,150
S000744,ABC0001,EV002297,2026-06-08T08:38:00Z,2026-06-08T09:02:00Z,24,10.53,150
S000745,ABC0055,EV002300,2026-06-08T13:23:00Z,2026-06-08T13:47:00Z,24,0.46,150
S000746,ABC0015,EV002301,2026-06-08T13:25:00Z,2026-06-08T13:49:00Z,24,11.63,150
S000747,ABC0005,EV002303,2026-06-08T10:34:00Z,2026-06-08T10:58:00Z,24,8.14,150
S000748,ABC0046,EV002304,2026-06-08T04:33:00Z,2026-06-08T04:57:00Z,24,3.98,50
S000749,ABC0012,EV002304,2026-06-08T05:21:00Z,2026-06-08T05:45:00Z,24,0.65,50
S000750,ABC0053,EV002306,2026-06-08T07:21:00Z,2026-06-08T07:45:00Z,24,10.09,150
S000751,ABC0075,EV002308,2026-06-08T03:55:00Z,2026-06-08T04:19:00Z,24,1.35,350
S000752,ABC0055,EV002309,2026-06-08T05:15:00Z,2026-06-08T05:39:00Z,24,5.29,150
S000753,ABC0062,EV002319,2026-06-08T07:00:00Z,2026-06-08T07:24:00Z,24,4.41,150
S000754,ABC0058,EV002321,2026-06-08T04:47:00Z,2026-06-08T05:11:00Z,24,2.86,350
S000755,ABC0043,EV002329,2026-06-08T07:35:00Z,2026-06-08T08:11:00Z,36,7.74,50
S000756,ABC0026,EV002329,2026-06-08T09:23:00Z,2026-06-08T10:23:00Z,60,22.05,50
S000757,ABC0067,EV002335,2026-06-08T01:23:00Z,2026-06-08T01:47:00Z,24,8.67,150
S000758,ABC0037,EV002336,2026-06-08T02:25:00Z,2026-06-08T02:49:00Z,24,10.16,150
S000759,ABC0020,EV002337,2026-06-08T00:34:00Z,2026-06-08T01:22:00Z,48,16.32,50
S000760,ABC0026,EV002338,2026-06-08T02:03:00Z,2026-06-08T02:27:00Z,24,6.63,50
S000761,ABC0038,EV002341,2026-06-08T07:19:00Z,2026-06-08T07:43:00Z,24,0.89,50
S000762,ABC0013,EV002342,2026-06-08T07:09:00Z,2026-06-08T07:57:00Z,48,18.64,50
S000763,ABC0009,EV002342,2026-06-08T12:09:00Z,2026-06-08T12:33:00Z,24,3.99,50
S000764,ABC0059,EV002343,2026-06-08T11:26:00Z,2026-06-08T11:50:00Z,24,3.03,150
S000765,ABC0070,EV002347,2026-06-08T05:41:00Z,2026-06-08T06:05:00Z,24,3.5,150
S000766,ABC0065,EV002347,2026-06-08T08:29:00Z,2026-06-08T09:05:00Z,36,12.86,150
S000767,ABC0069,EV002352,2026-06-08T04:09:00Z,2026-06-08T04:33:00Z,24,0.67,50
S000768,ABC0069,EV002352,2026-06-08T05:57:00Z,2026-06-08T06:21:00Z,24,1.28,50
S000769,ABC0019,EV002357,2026-06-08T04:18:00Z,2026-06-08T04:42:00Z,24,3.49,50
S000770,ABC0021,EV002361,2026-06-08T05:41:00Z,2026-06-08T06:05:00Z,24,5.57,50
S000771,ABC0003,EV002361,2026-06-08T07:29:00Z,2026-06-08T07:53:00Z,24,2.88,150
S000772,ABC0003,EV002361,2026-06-08T11:41:00Z,2026-06-08T12:05:00Z,24,1.71,150
S000773,ABC0051,EV002365,2026-06-08T06:14:00Z,2026-06-08T06:38:00Z,24,2.51,150
S000774,ABC0032,EV002368,2026-06-08T10:42:00Z,2026-06-08T11:06:00Z,24,2.76,50
S000775,ABC0013,EV002373,2026-06-08T06:28:00Z,2026-06-08T07:04:00Z,36,14.64,50
S000776,ABC0067,EV002378,2026-06-08T07:09:00Z,2026-06-08T07:33:00Z,24,0.88,150
S000777,ABC0042,EV002380,2026-06-08T05:21:00Z,2026-06-08T05:45:00Z,24,5.92,50
S000778,ABC0005,EV002381,2026-06-08T07:08:00Z,2026-06-08T07:32:00Z,24,0.45,150
S000779,ABC0026,EV002386,2026-06-08T03:28:00Z,2026-06-08T03:52:00Z,24,3.02,50
S000780,ABC0007,EV002388,2026-06-08T06:18:00Z,2026-06-08T06:42:00Z,24,10.6,350
S000781,ABC0067,EV002389,2026-06-08T10:38:00Z,2026-06-08T11:02:00Z,24,11.2,150
S000782,ABC0079,EV002392,2026-06-08T07:20:00Z,2026-06-08T07:56:00Z,36,7.04,50
S000783,ABC0004,EV002393,2026-06-08T09:53:00Z,2026-06-08T10:17:00Z,24,0.88,50
S000784,ABC0033,EV002395,2026-06-08T07:33:00Z,2026-06-08T07:57:00Z,24,7.87,350
S000785,ABC0011,EV002396,2026-06-08T11:13:00Z,2026-06-08T11:37:00Z,24,0.87,150
S000786,ABC0054,EV002415,2026-06-08T04:49:00Z,2026-06-08T05:13:00Z,24,0.41,50
S000787,ABC0029,EV002418,2026-06-08T05:00:00Z,2026-06-08T05:24:00Z,24,0.66,50
