ping_id,vehicle_id,ts_utc,lat,lon,speed_kmh,heading_deg,soc_pct
80318,EV001645,2026-06-08T08:59:00Z,50.03741,14.43361,48.4,359.6,96.9
80319,EV001645,2026-06-08T09:11:00Z,50.08583,14.34689,94.7,187.1,95.0
80320,EV001645,2026-06-08T09:23:00Z,50.08468,14.41783,82.0,275.4,93.7
80321,EV001645,2026-06-08T09:35:00Z,50.06474,14.49965,0.6,171.6,93.7
80322,EV001645,2026-06-08T09:47:00Z,50.06472,14.49958,0.9,166.7,93.7
80323,EV001645,2026-06-08T09:59:00Z,50.06472,14.49954,2.8,166.8,93.7
80324,EV001645,2026-06-08T10:11:00Z,50.02633,14.54387,113.0,202.8,93.3
80325,EV001646,2026-06-08T02:16:00Z,38.64486,-9.10613,0.4,77.9,74.9
80326,EV001646,2026-06-08T02:28:00Z,38.64492,-9.10639,0.7,,74.9
80327,EV001646,2026-06-08T02:40:00Z,38.64481,-9.10619,0.2,78.4,74.9
80328,EV001646,2026-06-08T02:52:00Z,38.64485,-9.10628,0.9,72.7,74.9
80329,EV001646,2026-06-08T03:04:00Z,38.62122,-9.10307,56.1,102.3,74.4
80330,EV001646,2026-06-08T03:16:00Z,38.62555,-9.0924,36.5,253.1,73.6
80331,EV001646,2026-06-08T03:28:00Z,38.8083,-9.12634,2.3,95.2,73.6
80332,EV001646,2026-06-08T03:40:00Z,38.80816,-9.1262,2.9,106.4,73.6
80333,EV001646,2026-06-08T03:52:00Z,38.80825,-9.12616,1.3,85.4,73.6
80334,EV001646,2026-06-08T04:04:00Z,38.80826,-9.12626,2.2,87.4,73.6
80335,EV001646,2026-06-08T04:16:00Z,38.80814,-9.12606,2.4,,73.6
80336,EV001646,2026-06-08T04:28:00Z,38.80831,-9.1261,0.5,90.7,73.6
80337,EV001646,2026-06-08T04:40:00Z,38.80827,-9.1263,3.0,102.6,73.6
80338,EV001646,2026-06-08T04:52:00Z,38.8422,-9.14698,70.9,280.0,72.8
80339,EV001646,2026-06-08T05:04:00Z,38.80533,-9.10476,33.0,299.4,71.6
80340,EV001646,2026-06-08T05:16:00Z,38.85842,-9.07723,89.5,312.1,70.5
80341,EV001646,2026-06-08T05:28:00Z,38.83378,-8.98167,0.7,,70.5
80342,EV001646,2026-06-08T05:40:00Z,38.83377,-8.98179,2.4,,70.5
80343,EV001646,2026-06-08T05:52:00Z,38.83916,-8.9361,72.9,18.1,68.5
80344,EV001646,2026-06-08T06:04:00Z,38.85854,-9.01272,82.5,313.6,67.8
80345,EV001646,2026-06-08T06:16:00Z,38.70788,-9.1534,2.3,140.9,67.8
80346,EV001646,2026-06-08T06:28:00Z,38.70789,-9.15338,1.7,155.7,67.8
80347,EV001646,2026-06-08T06:40:00Z,38.70526,-9.1255,75.7,48.0,67.2
80348,EV001646,2026-06-08T06:52:00Z,38.79183,-9.17074,2.2,5.7,67.2
80349,EV001646,2026-06-08T07:04:00Z,38.79177,-9.17079,2.9,5.5,67.2
80350,EV001646,2026-06-08T07:16:00Z,38.79184,-9.17075,1.2,9.7,67.2
80351,EV001646,2026-06-08T07:28:00Z,38.79185,-9.17076,0.7,,67.2
80352,EV001646,2026-06-08T07:40:00Z,38.79186,-9.17076,0.4,,67.2
80353,EV001646,2026-06-08T07:52:00Z,38.79184,-9.17077,2.4,7.6,67.2
80354,EV001646,2026-06-08T08:04:00Z,38.79182,-9.17074,0.5,1.5,67.2
80355,EV001646,2026-06-08T08:16:00Z,38.81732,-9.09556,103.0,247.9,66.7
80356,EV001646,2026-06-08T08:28:00Z,38.80242,-9.21354,51.8,36.5,65.3
80357,EV001646,2026-06-08T08:40:00Z,38.78089,-8.97917,1.4,133.9,65.3
80358,EV001646,2026-06-08T08:52:00Z,38.78096,-8.97908,0.1,129.2,65.3
80359,EV001646,2026-06-08T09:04:00Z,38.78093,-8.97912,1.6,134.1,65.3
80360,EV001646,2026-06-08T09:16:00Z,38.78091,-8.9791,1.1,,65.3
80361,EV001646,2026-06-08T09:28:00Z,38.78095,-8.97912,2.0,141.5,65.3
80362,EV001646,2026-06-08T09:40:00Z,38.75793,-9.00998,50.3,96.3,64.1
80363,EV001646,2026-06-08T09:52:00Z,38.73943,-9.11242,0.9,,64.1
80364,EV001646,2026-06-08T10:04:00Z,38.73949,-9.11236,2.1,,64.1
80365,EV001646,2026-06-08T10:16:00Z,38.73953,-9.11225,2.2,,64.1
80366,EV001646,2026-06-08T10:28:00Z,38.73951,-9.1124,0.4,,64.1
80367,EV001646,2026-06-08T10:40:00Z,38.73948,-9.1124,0.0,267.2,64.1
80368,EV001646,2026-06-08T10:52:00Z,38.73949,-9.11243,1.1,,64.1
80369,EV001646,2026-06-08T11:04:00Z,38.6866,-9.08911,71.0,203.5,61.9
80370,EV001646,2026-06-08T11:16:00Z,38.7535,-9.11126,66.2,276.3,59.9
80371,EV001646,2026-06-08T11:28:00Z,38.79102,-9.17194,0.3,62.8,59.9
80372,EV001646,2026-06-08T11:40:00Z,38.79103,-9.17203,1.0,67.9,59.9
80373,EV001646,2026-06-08T11:52:00Z,38.79102,-9.17184,1.0,48.5,59.9
80374,EV001646,2026-06-08T12:04:00Z,38.79102,-9.17198,2.6,59.0,59.9
80375,EV001646,2026-06-08T12:16:00Z,38.77787,-9.19099,68.2,73.2,58.4
80376,EV001646,2026-06-08T12:28:00Z,38.68304,-9.07448,0.0,,68.5
80377,EV001646,2026-06-08T12:40:00Z,38.68306,-9.07449,1.1,,78.7
80378,EV001646,2026-06-08T12:52:00Z,38.65536,-9.08828,35.5,344.4,77.1
80379,EV001646,2026-06-08T13:04:00Z,38.65183,-9.05853,87.0,28.9,76.1
80380,EV001647,2026-06-08T01:42:00Z,47.50318,18.80393,3.0,351.3,52.9
80381,EV001647,2026-06-08T01:54:00Z,47.50313,18.804,2.4,,52.9
80382,EV001647,2026-06-08T02:06:00Z,47.50318,18.80407,0.6,347.9,52.9
80383,EV001647,2026-06-08T02:18:00Z,47.50316,18.80397,2.8,5.5,52.9
80384,EV001647,2026-06-08T02:30:00Z,47.50316,18.80402,1.0,351.7,52.9
80385,EV001647,2026-06-08T02:42:00Z,47.55237,18.79389,72.5,335.5,51.5
80386,EV001647,2026-06-08T02:54:00Z,47.52107,18.77145,69.5,116.4,51.0
80387,EV001647,2026-06-08T03:06:00Z,47.48856,18.96803,2.0,,51.0
80388,EV001647,2026-06-08T03:18:00Z,47.4885,18.96804,0.4,264.7,51.0
80389,EV001647,2026-06-08T03:30:00Z,47.48853,18.96813,2.0,255.8,51.0
80390,EV001647,2026-06-08T03:42:00Z,47.5086,18.91852,47.6,69.2,50.4
80391,EV001647,2026-06-08T03:54:00Z,47.51436,18.8723,26.7,21.5,48.9
80392,EV001647,2026-06-08T04:06:00Z,47.53274,19.0374,2.8,305.3,48.9
80393,EV001647,2026-06-08T04:18:00Z,47.53252,19.03768,1.2,303.2,48.9
80394,EV001647,2026-06-08T04:30:00Z,47.53265,19.03761,1.2,307.8,48.9
80395,EV001647,2026-06-08T04:42:00Z,47.53268,19.03749,0.3,314.7,48.9
80396,EV001647,2026-06-08T04:54:00Z,47.53934,19.00478,43.8,79.2,47.5
80397,EV001647,2026-06-08T05:06:00Z,47.4823,19.09058,109.2,217.2,46.6
80398,EV001647,2026-06-08T05:18:00Z,47.53635,19.08315,28.2,25.6,45.7
80399,EV001647,2026-06-08T05:30:00Z,47.49432,18.97392,2.7,206.6,45.7
80400,EV001647,2026-06-08T05:42:00Z,47.49432,18.9739,0.4,,45.7
80401,EV001647,2026-06-08T05:54:00Z,47.52729,18.93175,47.8,243.2,43.7
80402,EV001647,2026-06-08T06:06:00Z,47.52041,18.99872,61.5,156.4,43.2
80403,EV001647,2026-06-08T06:18:00Z,47.47982,18.99748,102.3,291.6,41.0
80404,EV001647,2026-06-08T06:30:00Z,47.51146,18.81126,1.8,,41.0
80405,EV001647,2026-06-08T06:42:00Z,47.51137,18.81133,2.0,319.9,41.0
80406,EV001647,2026-06-08T06:54:00Z,47.51147,18.81131,0.9,328.2,41.0
80407,EV001647,2026-06-08T07:06:00Z,47.51152,18.81117,1.1,317.6,41.0
80408,EV001647,2026-06-08T07:18:00Z,47.51139,18.81137,0.1,327.0,41.0
80409,EV001647,2026-06-08T07:30:00Z,47.51146,18.81127,2.9,,41.0
80410,EV001647,2026-06-08T07:42:00Z,47.53805,18.82193,75.5,24.6,39.5
80411,EV001647,2026-06-08T07:54:00Z,47.5224,18.78145,73.9,199.3,37.6
80412,EV001647,2026-06-08T08:06:00Z,47.48666,18.97534,1.9,71.4,37.6
80413,EV001647,2026-06-08T08:18:00Z,47.4866,18.9753,1.0,75.0,37.6
80414,EV001647,2026-06-08T08:30:00Z,47.48667,18.97533,2.3,,37.6
80415,EV001647,2026-06-08T08:42:00Z,47.48652,18.97527,2.2,83.8,37.6
80416,EV001647,2026-06-08T08:54:00Z,47.49084,18.97533,98.2,302.2,37.2
80417,EV001647,2026-06-08T09:06:00Z,47.45194,18.9355,34.3,162.7,36.3
80418,EV001647,2026-06-08T09:18:00Z,47.4481,19.06285,1.0,214.8,36.3
80419,EV001647,2026-06-08T09:30:00Z,47.44817,19.06274,0.3,231.5,36.3
80420,EV001647,2026-06-08T09:42:00Z,47.44899,19.05412,90.8,199.4,34.9
80421,EV001647,2026-06-08T09:54:00Z,47.49579,19.08879,45.0,344.5,34.3
80422,EV001647,2026-06-08T10:06:00Z,47.44795,19.06396,1.7,355.3,47.8
80423,EV001647,2026-06-08T10:18:00Z,47.44794,19.06363,0.7,10.7,61.2
80424,EV001647,2026-06-08T10:30:00Z,47.42463,19.11349,84.3,8.8,59.8
80425,EV001647,2026-06-08T10:42:00Z,47.45914,19.11726,43.4,169.0,59.1
80426,EV001648,2026-06-08T01:48:00Z,38.71567,-9.06306,1.6,158.4,53.4
80427,EV001648,2026-06-08T02:00:00Z,38.71555,-9.06295,0.8,164.7,53.4
80428,EV001648,2026-06-08T02:12:00Z,38.71557,-9.06296,0.1,171.6,53.4
80429,EV001648,2026-06-08T02:24:00Z,38.71556,-9.06296,0.5,,53.4
80430,EV001648,2026-06-08T02:36:00Z,38.71553,-9.06285,2.0,160.2,53.4
80431,EV001648,2026-06-08T02:48:00Z,38.71553,-9.06295,0.6,161.1,53.4
80432,EV001648,2026-06-08T03:00:00Z,38.71553,-9.06285,1.0,168.2,53.4
80433,EV001648,2026-06-08T03:12:00Z,38.73203,-9.04236,79.2,222.0,51.3
80434,EV001648,2026-06-08T03:24:00Z,38.72472,-9.01639,59.5,328.1,50.4
80435,EV001648,2026-06-08T03:36:00Z,38.706,-8.99927,87.8,128.9,48.9
80436,EV001648,2026-06-08T03:48:00Z,38.72706,-9.28363,2.7,165.8,64.5
80437,EV001648,2026-06-08T04:00:00Z,38.72706,-9.28364,1.7,,80.0
80438,EV001648,2026-06-08T04:12:00Z,38.67752,-9.31007,26.4,359.3,77.9
80439,EV001648,2026-06-08T04:24:00Z,38.72907,-9.33109,100.8,190.8,76.9
80440,EV001648,2026-06-08T04:36:00Z,38.70161,-9.34816,45.0,192.2,75.7
80441,EV001648,2026-06-08T04:48:00Z,38.70162,-9.06727,1.8,23.5,75.7
80442,EV001648,2026-06-08T05:00:00Z,38.70176,-9.06719,3.0,,75.7
80443,EV001648,2026-06-08T05:12:00Z,38.70171,-9.06722,2.9,,75.7
80444,EV001648,2026-06-08T05:24:00Z,38.70177,-9.06724,1.6,13.8,75.7
80445,EV001648,2026-06-08T05:36:00Z,38.71929,-9.08415,26.9,198.8,73.9
80446,EV001648,2026-06-08T05:48:00Z,38.6835,-9.07461,0.3,154.8,73.9
80447,EV001648,2026-06-08T06:00:00Z,38.68354,-9.0746,0.9,161.9,73.9
80448,EV001648,2026-06-08T06:12:00Z,38.68342,-9.07464,0.8,167.8,73.9
80449,EV001648,2026-06-08T06:24:00Z,38.6835,-9.07463,0.8,153.6,73.9
80450,EV001648,2026-06-08T06:36:00Z,38.68352,-9.07453,1.6,155.9,73.9
80451,EV001648,2026-06-08T06:48:00Z,38.71129,-9.04622,30.1,198.2,73.3
80452,EV001648,2026-06-08T07:00:00Z,38.67077,-9.07514,97.7,253.3,71.6
80453,EV001648,2026-06-08T07:12:00Z,38.71182,-9.05928,2.8,41.8,71.6
80454,EV001648,2026-06-08T07:24:00Z,38.71165,-9.05928,1.0,53.2,71.6
80455,EV001648,2026-06-08T07:36:00Z,38.67312,-9.04753,83.0,353.0,70.4
80456,EV001648,2026-06-08T07:48:00Z,38.73845,-9.26836,0.4,,70.4
80457,EV001648,2026-06-08T08:00:00Z,38.73849,-9.26827,0.4,,70.4
80458,EV001648,2026-06-08T08:12:00Z,38.73851,-9.26838,1.8,341.2,70.4
80459,EV001648,2026-06-08T08:24:00Z,38.78268,-9.31321,74.9,128.7,68.5
80460,EV001649,2026-06-08T01:54:00Z,50.13099,8.68321,1.6,,54.6
80461,EV001649,2026-06-08T02:06:00Z,50.13088,8.68324,0.2,325.7,54.6
80462,EV001649,2026-06-08T02:18:00Z,50.11762,8.69622,26.8,275.4,53.9
80463,EV001649,2026-06-08T02:30:00Z,50.13547,8.63847,76.8,190.0,51.8
80464,EV001649,2026-06-08T02:42:00Z,50.13941,8.69297,0.8,176.6,51.8
80465,EV001649,2026-06-08T02:54:00Z,50.1394,8.69298,2.9,,51.8
80466,EV001649,2026-06-08T03:06:00Z,50.13937,8.69285,1.1,,51.8
80467,EV001649,2026-06-08T03:18:00Z,50.13939,8.69278,1.6,182.2,51.8
80468,EV001649,2026-06-08T03:30:00Z,50.10931,8.71018,46.5,297.3,49.7
80469,EV001649,2026-06-08T03:42:00Z,50.04558,8.78584,0.7,,73.4
80470,EV001649,2026-06-08T03:54:00Z,50.04561,8.78608,2.9,313.0,97.0
80471,EV001649,2026-06-08T04:06:00Z,50.03058,8.75113,64.2,21.6,96.4
80472,EV001649,2026-06-08T04:18:00Z,50.04878,8.80346,110.9,203.1,94.4
80473,EV001649,2026-06-08T04:30:00Z,50.06205,8.70402,0.7,37.2,94.4
80474,EV001649,2026-06-08T04:42:00Z,50.06203,8.70405,0.3,51.1,94.4
80475,EV001649,2026-06-08T04:54:00Z,50.06209,8.70398,2.5,32.7,94.4
80476,EV001649,2026-06-08T05:06:00Z,50.06369,8.64216,108.6,239.1,93.7
80477,EV001649,2026-06-08T05:18:00Z,50.16893,8.54073,2.5,33.7,93.7
80478,EV001649,2026-06-08T05:30:00Z,50.16898,8.54083,1.7,37.7,93.7
80479,EV001649,2026-06-08T05:42:00Z,50.16903,8.54072,1.9,40.5,93.7
80480,EV001649,2026-06-08T05:54:00Z,50.19304,8.53011,58.8,168.0,92.4
80481,EV001649,2026-06-08T06:06:00Z,50.1806,8.51803,31.4,182.7,90.6
80482,EV001649,2026-06-08T06:18:00Z,50.20138,8.6019,93.3,52.4,88.8
80483,EV001649,2026-06-08T06:30:00Z,50.13799,8.68562,1.0,332.4,88.8
80484,EV001649,2026-06-08T06:42:00Z,50.13797,8.68566,1.1,338.8,88.8
80485,EV001649,2026-06-08T06:54:00Z,50.13795,8.68564,0.6,336.8,88.8
80486,EV001649,2026-06-08T07:06:00Z,50.13814,8.68576,1.4,347.3,88.8
80487,EV001649,2026-06-08T07:18:00Z,50.13803,8.68567,0.4,342.2,88.8
80488,EV001649,2026-06-08T07:30:00Z,50.14491,8.69256,89.5,12.7,86.7
80489,EV001649,2026-06-08T07:42:00Z,50.07649,8.8562,2.5,,86.7
80490,EV001649,2026-06-08T07:54:00Z,50.07651,8.85614,0.4,190.5,86.7
80491,EV001649,2026-06-08T08:06:00Z,50.07123,8.83149,98.3,180.6,84.9
80492,EV001649,2026-06-08T08:18:00Z,50.16947,8.53973,1.1,213.5,84.9
80493,EV001649,2026-06-08T08:30:00Z,50.16946,8.53975,2.9,208.6,84.9
80494,EV001649,2026-06-08T08:42:00Z,50.16947,8.53975,2.6,205.5,84.9
80495,EV001649,2026-06-08T08:54:00Z,50.16941,8.53962,0.4,204.4,84.9
80496,EV001649,2026-06-08T09:06:00Z,50.16943,8.53973,2.6,200.2,84.9
80497,EV001649,2026-06-08T09:18:00Z,50.16945,8.53963,2.1,206.6,84.9
80498,EV001649,2026-06-08T09:30:00Z,50.16959,8.53972,0.4,209.4,84.9
80499,EV001649,2026-06-08T09:42:00Z,50.17643,8.60436,98.6,75.7,83.6
80500,EV001649,2026-06-08T09:54:00Z,50.16638,8.53456,60.7,30.5,82.7
80501,EV001650,2026-06-08T03:06:00Z,44.40054,26.0973,1.2,14.2,43.7
80502,EV001650,2026-06-08T03:18:00Z,44.40054,26.09734,1.6,,43.7
80503,EV001650,2026-06-08T03:30:00Z,44.40065,26.09735,0.1,,43.7
80504,EV001650,2026-06-08T03:42:00Z,44.40045,26.09746,1.4,19.1,43.7
80505,EV001650,2026-06-08T03:54:00Z,44.40044,26.09735,0.4,8.9,43.7
80506,EV001650,2026-06-08T04:06:00Z,44.40053,26.09735,2.3,11.3,43.7
80507,EV001650,2026-06-08T04:18:00Z,44.40051,26.0973,1.7,20.6,43.7
80508,EV001650,2026-06-08T04:30:00Z,44.40174,26.091,53.7,152.7,42.9
80509,EV001650,2026-06-08T04:42:00Z,44.33394,25.98434,2.9,287.0,42.9
80510,EV001650,2026-06-08T04:54:00Z,44.33407,25.98429,2.3,282.9,42.9
80511,EV001650,2026-06-08T05:06:00Z,44.33388,25.98434,1.7,,42.9
80512,EV001650,2026-06-08T05:18:00Z,44.3339,25.98436,1.4,,42.9
80513,EV001650,2026-06-08T05:30:00Z,44.33387,25.98449,2.7,285.1,42.9
80514,EV001650,2026-06-08T05:42:00Z,44.33382,25.98439,0.8,,42.9
80515,EV001650,2026-06-08T05:54:00Z,44.33386,25.98435,2.6,288.2,42.9
80516,EV001650,2026-06-08T06:06:00Z,44.31241,25.97901,113.5,266.6,41.7
80517,EV001650,2026-06-08T06:18:00Z,44.30558,26.00207,59.2,32.7,41.3
80518,EV001650,2026-06-08T06:30:00Z,44.47392,26.16529,1.1,347.7,41.3
80519,EV001650,2026-06-08T06:42:00Z,44.47386,26.16533,1.1,,41.3
80520,EV001650,2026-06-08T06:54:00Z,44.45511,26.17876,72.7,82.0,40.8
80521,EV001650,2026-06-08T07:06:00Z,44.47468,26.19032,95.5,228.6,40.4
80522,EV001650,2026-06-08T07:18:00Z,44.44388,26.17991,47.5,245.3,39.1
80523,EV001650,2026-06-08T07:30:00Z,44.45513,26.16985,2.4,274.3,39.1
80524,EV001650,2026-06-08T07:42:00Z,44.45511,26.16998,2.4,,39.1
80525,EV001650,2026-06-08T07:54:00Z,44.45511,26.16983,0.8,271.9,39.1
80526,EV001650,2026-06-08T08:06:00Z,44.45504,26.16979,1.2,263.1,39.1
80527,EV001650,2026-06-08T08:18:00Z,44.45511,26.16985,2.7,267.4,39.1
80528,EV001650,2026-06-08T08:30:00Z,44.45508,26.16976,0.7,,39.1
80529,EV001650,2026-06-08T08:42:00Z,44.41008,26.21454,49.0,295.9,38.4
80530,EV001650,2026-06-08T08:54:00Z,44.38616,26.11043,3.0,342.2,38.4
80531,EV001650,2026-06-08T09:06:00Z,44.38614,26.11053,1.5,339.3,38.4
80532,EV001650,2026-06-08T09:18:00Z,44.35154,26.17172,81.2,288.8,36.4
80533,EV001650,2026-06-08T09:30:00Z,44.40077,26.09247,107.3,157.0,35.4
80534,EV001650,2026-06-08T09:42:00Z,44.42451,26.05347,1.9,264.2,35.4
80535,EV001650,2026-06-08T09:54:00Z,44.42455,26.05341,0.2,259.1,35.4
80536,EV001650,2026-06-08T10:06:00Z,44.42463,26.05325,0.3,,35.4
80537,EV001650,2026-06-08T10:18:00Z,44.42454,26.05341,0.6,,35.4
80538,EV001650,2026-06-08T10:30:00Z,44.4511,26.09352,78.8,309.2,34.3
80539,EV001650,2026-06-08T10:42:00Z,44.40722,26.06578,97.9,91.2,33.0
80540,EV001650,2026-06-08T10:54:00Z,44.47087,26.03963,2.2,,33.0
80541,EV001650,2026-06-08T11:06:00Z,44.47088,26.03924,1.2,154.7,33.0
80542,EV001650,2026-06-08T11:18:00Z,44.47087,26.03941,2.4,154.9,33.0
80543,EV001650,2026-06-08T11:30:00Z,44.47096,26.0394,0.2,,33.0
80544,EV001650,2026-06-08T11:42:00Z,44.47092,26.03946,1.7,164.1,33.0
80545,EV001650,2026-06-08T11:54:00Z,44.48166,26.01624,64.4,145.1,32.4
80546,EV001651,2026-06-08T00:41:00Z,48.85602,2.31148,1.7,112.6,88.8
80547,EV001651,2026-06-08T00:53:00Z,48.85602,2.31169,2.7,122.7,88.8
80548,EV001651,2026-06-08T01:05:00Z,48.85613,2.31167,3.0,114.1,88.8
80549,EV001651,2026-06-08T01:17:00Z,48.85611,2.31163,1.1,113.1,88.8
80550,EV001651,2026-06-08T01:29:00Z,48.85608,2.31172,2.9,117.2,88.8
80551,EV001651,2026-06-08T01:41:00Z,48.83992,2.31689,64.2,282.9,87.2
80552,EV001651,2026-06-08T01:53:00Z,48.88171,2.28454,109.0,206.4,85.2
80553,EV001651,2026-06-08T02:05:00Z,48.82888,2.36361,1.0,46.8,88.9
80554,EV001651,2026-06-08T02:17:00Z,48.82889,2.36362,1.5,44.6,92.6
80555,EV001651,2026-06-08T02:29:00Z,48.82885,2.36369,2.4,45.4,96.3
80556,EV001651,2026-06-08T02:41:00Z,48.82894,2.36362,1.3,,100.0
80557,EV001651,2026-06-08T02:53:00Z,48.83374,2.34257,27.4,64.0,99.1
80558,EV001651,2026-06-08T03:05:00Z,48.82664,2.31926,80.0,284.1,97.9
80559,EV001651,2026-06-08T03:17:00Z,48.93643,2.29778,2.7,,98.9
80560,EV001651,2026-06-08T03:29:00Z,48.9364,2.29792,0.0,47.9,100.0
80561,EV001651,2026-06-08T03:41:00Z,48.93279,2.25809,64.6,142.0,99.2
80562,EV001651,2026-06-08T03:53:00Z,48.83038,2.36913,1.0,91.5,99.2
80563,EV001651,2026-06-08T04:05:00Z,48.83038,2.36907,2.6,93.3,99.2
80564,EV001651,2026-06-08T04:17:00Z,48.7848,2.38268,96.2,215.6,98.3
80565,EV001651,2026-06-08T04:29:00Z,48.90648,2.35167,100.6,321.4,97.3
80566,EV001651,2026-06-08T04:41:00Z,48.81133,2.38841,88.9,204.5,95.4
80567,EV001651,2026-06-08T04:53:00Z,48.95752,2.41893,0.3,,95.4
80568,EV001651,2026-06-08T05:05:00Z,48.95757,2.41887,2.9,339.7,95.4
80569,EV001651,2026-06-08T05:17:00Z,48.95745,2.41882,1.1,340.4,95.4
80570,EV001651,2026-06-08T05:29:00Z,48.95741,2.41892,1.6,331.8,95.4
80571,EV001651,2026-06-08T05:41:00Z,48.91476,2.46609,59.9,50.2,94.3
80572,EV001651,2026-06-08T05:53:00Z,49.0057,2.42915,43.8,38.9,93.8
80573,EV001651,2026-06-08T06:05:00Z,48.97594,2.40219,30.8,294.3,92.6
80574,EV001651,2026-06-08T06:17:00Z,48.85947,2.3691,2.4,100.3,96.3
80575,EV001651,2026-06-08T06:29:00Z,48.85931,2.36897,0.8,104.4,100.0
80576,EV001651,2026-06-08T06:41:00Z,48.85952,2.31418,87.1,108.1,98.1
80577,EV001651,2026-06-08T06:53:00Z,48.86522,2.37404,48.2,244.7,96.6
80578,EV001651,2026-06-08T07:05:00Z,48.83038,2.37237,0.3,288.7,96.6
80579,EV001651,2026-06-08T07:17:00Z,48.83041,2.37247,1.9,,96.6
80580,EV001651,2026-06-08T07:29:00Z,48.83038,2.3724,0.9,280.5,96.6
80581,EV001651,2026-06-08T07:41:00Z,48.83036,2.37251,2.1,285.6,96.6
80582,EV001651,2026-06-08T07:53:00Z,48.83039,2.37239,3.0,282.0,96.6
80583,EV001651,2026-06-08T08:05:00Z,48.83043,2.37232,2.2,,96.6
80584,EV001651,2026-06-08T08:17:00Z,48.82754,2.42753,30.2,280.4,95.7
80585,EV001652,2026-06-08T02:08:00Z,52.34691,4.90148,2.2,114.7,65.0
80586,EV001652,2026-06-08T02:20:00Z,52.34683,4.90149,0.5,,75.9
80587,EV001652,2026-06-08T02:32:00Z,52.36228,4.89451,81.5,2.4,74.5
80588,EV001652,2026-06-08T02:44:00Z,52.32249,4.89039,101.1,59.0,72.7
80589,EV001652,2026-06-08T02:56:00Z,52.36242,4.86612,63.4,298.9,71.2
80590,EV001652,2026-06-08T03:08:00Z,52.28605,4.88248,2.9,132.3,84.5
80591,EV001652,2026-06-08T03:20:00Z,52.28601,4.88276,0.8,123.8,97.7
80592,EV001652,2026-06-08T03:32:00Z,52.31305,4.84923,81.4,182.2,97.1
80593,EV001652,2026-06-08T03:44:00Z,52.28245,4.91424,36.8,100.9,95.6
80594,EV001652,2026-06-08T03:56:00Z,52.30022,4.94685,82.5,87.1,94.8
80595,EV001652,2026-06-08T04:08:00Z,52.43638,4.90927,1.2,67.6,97.4
80596,EV001652,2026-06-08T04:20:00Z,52.43636,4.90917,1.0,57.7,100.0
80597,EV001652,2026-06-08T04:32:00Z,52.45986,4.9222,81.9,90.3,98.8
80598,EV001652,2026-06-08T04:44:00Z,52.29511,4.85293,1.6,344.3,98.8
80599,EV001652,2026-06-08T04:56:00Z,52.29512,4.85296,1.5,,98.8
80600,EV001652,2026-06-08T05:08:00Z,52.29513,4.85295,2.8,334.4,98.8
80601,EV001652,2026-06-08T05:20:00Z,52.29509,4.85296,2.0,,98.8
80602,EV001652,2026-06-08T05:32:00Z,52.29508,4.8529,1.7,344.6,98.8
80603,EV001652,2026-06-08T05:44:00Z,52.28986,4.86784,35.6,133.0,97.6
80604,EV001652,2026-06-08T05:56:00Z,52.32227,4.85646,115.0,94.9,96.6
80605,EV001652,2026-06-08T06:08:00Z,52.29677,4.85902,105.6,116.7,95.5
80606,EV001652,2026-06-08T06:20:00Z,52.34605,4.87549,2.4,253.6,95.5
80607,EV001652,2026-06-08T06:32:00Z,52.34611,4.87545,0.8,265.5,95.5
80608,EV001652,2026-06-08T06:44:00Z,52.34612,4.87567,2.5,268.5,95.5
80609,EV001652,2026-06-08T06:56:00Z,52.34609,4.87542,2.3,277.2,95.5
80610,EV001652,2026-06-08T07:08:00Z,52.34606,4.87548,2.5,261.2,95.5
80611,EV001652,2026-06-08T07:20:00Z,52.34608,4.87547,2.3,261.8,95.5
80612,EV001652,2026-06-08T07:32:00Z,52.32745,4.85871,45.1,267.6,94.0
80613,EV001652,2026-06-08T07:44:00Z,52.31403,4.80602,2.4,9.0,94.0
80614,EV001652,2026-06-08T07:56:00Z,52.31391,4.80608,1.2,15.8,94.0
80615,EV001652,2026-06-08T08:08:00Z,52.31386,4.80603,1.8,,94.0
80616,EV001652,2026-06-08T08:20:00Z,52.314,4.8059,1.8,15.0,94.0
80617,EV001652,2026-06-08T08:32:00Z,52.31394,4.806,0.5,21.7,94.0
80618,EV001652,2026-06-08T08:44:00Z,52.31395,4.80612,2.2,21.5,94.0
80619,EV001652,2026-06-08T08:56:00Z,52.31398,4.80605,1.5,9.5,94.0
80620,EV001652,2026-06-08T09:08:00Z,52.33776,4.81644,56.5,208.2,92.6
80621,EV001652,2026-06-08T09:20:00Z,52.3633,4.82938,2.4,31.0,92.6
80622,EV001652,2026-06-08T09:32:00Z,52.3633,4.82927,0.1,,92.6
80623,EV001652,2026-06-08T09:44:00Z,52.36315,4.82912,1.8,,92.6
80624,EV001652,2026-06-08T09:56:00Z,52.36317,4.82939,2.8,,92.6
80625,EV001652,2026-06-08T10:08:00Z,52.43628,4.73383,62.4,233.8,90.9
80626,EV001652,2026-06-08T10:20:00Z,52.34704,4.88164,3.0,9.7,93.9
80627,EV001652,2026-06-08T10:32:00Z,52.34702,4.88166,0.9,11.5,97.0
80628,EV001652,2026-06-08T10:44:00Z,52.34695,4.88158,0.6,13.9,100.0
